137,137,30.653477,39.004796,31.143885
138,138,23.277174,85.543478,34.760870
139,139,38.962060,74.867209,26.552846
140,140,31.691265,82.983434,28.822289
141,141,36.044922,29.855469,50.098633
142,142,41.832200,63.022676,45.000000
143,143,25.648598,47.067290,61.144860
144,144,22.148997,66.611748,51.164756
145,145,30.133945,59.480734,63.678899
146,146,41.884298,86.140496,28.181818
147,147,40.302170,39.113523,55.128548
148,148,17.845996,48.431211,27.435318
149,149,19.651042,43.760417,39.600347
150,150,18.715385,53.138462,39.084615
151,151,51.176971,53.976816,39.231839
152,152,51.673684,67.323308,40.848120
153,153,57.953830,63.274921,35.842602
154,154,55.323232,61.474747,34.914141
155,155,57.322785,51.837975,29.158228
156,156,56.226537,60.605178,26.278317
157,157,49.598039,68.480392,31.921569
158,158,39.179530,54.432047,39.414430
159,159,38.103896,68.121212,40.717172
160,160,32.006257,64.110532,35.621481
161,161,34.790244,61.580488,35.487805
162,162,32.036765,52.897059,28.716912
163,163,33.649351,60.980519,26.574675
164,164,40.710526,68.508772,31.956140
